date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,cloud_cover,wind_speed_10m,is_day,direct_radiation,surface_pressure,weather_code,energy consumption for 50L boiler with solar system,energy consumption for 50L boiler without solar system,energy consumption for 100L boiler with solar system,energy consumption for 100L boiler without solar system,energy consumption for 150L boiler with solar system,energy consumption for 150L boiler without solar system,weather_description_Clear sky,weather_description_Dense drizzle,weather_description_Heavy rain,weather_description_Light drizzle,weather_description_Mainly clear,weather_description_Moderate drizzle,weather_description_Moderate rain,weather_description_Overcast,weather_description_Partly cloudy,weather_description_Slight rain
2025-06-20 20:00:00+03:00,25.474,52.0,14.90074,25.165579,0.0,0.0,13.281023,0.0,0.0,977.2747192382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0
2025-06-20 21:00:00+03:00,23.924002,66.0,17.185204,25.151402,0.0,0.0,9.085988,0.0,0.0,977.2747192382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0
2025-06-20 22:00:00+03:00,22.874,75.0,18.208471,25.2081,0.0,0.0,4.6102495,0.0,0.0,977.2747192382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0
2025-06-20 23:00:00+03:00,21.924002,82.0,18.710926,24.740015,0.0,0.0,2.9024127,0.0,0.0,977.2747192382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0
2025-06-21 00:00:00+03:00,20.974,86.0,18.542381,23.764261,0.0,0.0,2.5455842,0.0,0.0,977.2747192382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0
2025-06-21 01:00:00+03:00,20.224,90.0,18.530245,23.048384,0.0,0.0,2.2768397,0.0,0.0,977.2747192382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0
